price,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,state,car_age,log_odometer
27995,dodge,durango,unknown,6 cylinders,gas,automatic,rwd,SUV,al,7.0,11.167162200108107
6499,toyota,4runner,good,6 cylinders,gas,automatic,rwd,unknown,al,25.0,12.373927563287054
15950,toyota,4runner sr5,unknown,6 cylinders,gas,automatic,rwd,SUV,al,14.0,12.182891015829991
15950,ford,f-150 xlt 4x2 4dr supercrew,excellent,6 cylinders,gas,automatic,rwd,truck,al,12.0,11.981659538671254
12000,chevrolet,tahoe,good,8 cylinders,gas,automatic,unknown,SUV,al,14.0,12.206077645517674
11950,honda,odyssey,excellent,6 cylinders,gas,automatic,fwd,van,al,11.0,11.862419689139731
29875,gmc,canyon,unknown,4 cylinders,diesel,automatic,4wd,pickup,al,9.0,11.078227201591789
31820,ford,mustang,unknown,8 cylinders,gas,automatic,rwd,coupe,al,10.0,10.70886906982204
10800,volkswagen,jetta,excellent,4 cylinders,gas,automatic,unknown,unknown,al,9.0,11.51293546492023
9860,honda,cr-v,unknown,4 cylinders,gas,automatic,4wd,SUV,al,14.0,11.758683373235854
28550,ram,pickup 1500,unknown,6 cylinders,gas,automatic,rwd,pickup,al,9.0,11.024008093253117
6995,honda,odyssey,unknown,6 cylinders,gas,automatic,fwd,van,al,13.0,12.37169724743106
27697,ford,explorer,unknown,6 cylinders,gas,automatic,fwd,SUV,al,7.0,10.750235261617851
28788,ford,explorer,unknown,6 cylinders,gas,automatic,fwd,SUV,al,8.0,10.54141267859585
32992,honda,pilot,unknown,6 cylinders,gas,automatic,4wd,SUV,al,7.0,10.522449834906697
13551,bmw,3 series,unknown,4 cylinders,gas,automatic,rwd,sedan,al,11.0,11.452474578061011
2000,mercury,montego,like new,6 cylinders,gas,automatic,fwd,unknown,al,20.0,10.915106645867503
10500,ford,expedition,excellent,unknown,gas,automatic,unknown,unknown,al,14.0,11.918397239722838
15900,mercedes-benz,benz glk 350,excellent,6 cylinders,gas,automatic,rwd,SUV,al,14.0,11.050905878263567
22989,bmw,x1,unknown,4 cylinders,gas,automatic,4wd,SUV,al,9.0,10.449670667583172
14995,hyundai,sonata,unknown,4 cylinders,gas,automatic,fwd,sedan,al,9.0,11.180720112238768
9788,acura,mdx,unknown,6 cylinders,gas,automatic,4wd,SUV,al,16.0,11.901908825552008
12495,ford,f-150,unknown,8 cylinders,gas,automatic,rwd,unknown,al,11.0,12.031618062789104
19978,chevrolet,silverado 2500hd,unknown,8 cylinders,gas,automatic,rwd,pickup,al,12.0,12.082582102999877
13998,honda,cr-v,unknown,4 cylinders,gas,automatic,4wd,SUV,al,13.0,11.478365075619006
9997,honda,civic,unknown,4 cylinders,gas,automatic,fwd,sedan,al,16.0,11.187942967763986
5995,dodge,durango,unknown,6 cylinders,gas,automatic,rwd,SUV,al,19.0,12.120765270449764
34995,toyota,highlander,unknown,6 cylinders,gas,automatic,4wd,SUV,al,7.0,9.999978852724889
59000,ford,f-150 raptor,excellent,6 cylinders,gas,automatic,4wd,truck,al,7.0,11.277215789596893
2999,saturn,ion,good,4 cylinders,gas,automatic,fwd,sedan,al,18.0,12.218500103788143
8500,dodge,grand caravan,good,6 cylinders,gas,automatic,unknown,mini-van,al,20.0,11.67980338027033
4299,ford,econoline cargo van,good,8 cylinders,gas,automatic,rwd,van,al,21.0,12.271396795480596
4299,honda,accord,good,4 cylinders,gas,automatic,fwd,sedan,al,20.0,12.238060533986511
2500,dodge,grand caravan,good,unknown,gas,automatic,unknown,mini-van,al,25.0,11.782960235741939
19995,ford,f-150,unknown,8 cylinders,gas,automatic,rwd,unknown,al,10.0,11.674159569433698
12488,chevrolet,malibu limited,unknown,4 cylinders,gas,automatic,fwd,sedan,al,9.0,11.464869031554539
15000,dodge,charger,like new,6 cylinders,gas,automatic,rwd,sedan,al,10.0,11.440365524765756
17788,chevrolet,silverado 2500hd,unknown,8 cylinders,gas,automatic,rwd,pickup,al,12.0,12.249203971490777
14691,honda,cr-v,unknown,4 cylinders,gas,automatic,4wd,SUV,al,12.0,11.25453031314334
5500,mercedes-benz,benz s430,like new,8 cylinders,gas,automatic,rwd,sedan,al,20.0,11.2816363282696
12788,ford,transit connect,unknown,4 cylinders,gas,automatic,fwd,van,al,12.0,11.251313917140477
32595,toyota,tacoma,unknown,6 cylinders,gas,automatic,4wd,pickup,al,8.0,11.147007939664563
27295,chevrolet,silverado 1500,unknown,8 cylinders,gas,automatic,4wd,pickup,al,11.0,11.77259379096681
32995,toyota,tundra,unknown,8 cylinders,gas,automatic,4wd,pickup,al,8.0,11.973699128837273
23995,ford,f-150,good,6 cylinders,gas,automatic,rwd,truck,al,12.0,11.848425800877484
36995,chevrolet,tahoe,good,8 cylinders,gas,automatic,rwd,SUV,al,10.0,11.491885672700962
16995,hyundai,elantra,good,4 cylinders,gas,automatic,rwd,sedan,al,7.0,10.886090232096995
35995,chevrolet,silverado 1500,good,8 cylinders,gas,automatic,rwd,truck,al,8.0,11.153618488843147
5950,toyota,camry xle,like new,4 cylinders,gas,automatic,fwd,sedan,al,19.0,11.693729203794385
23895,ford,f-150 xlt supercrew,excellent,unknown,gas,automatic,unknown,truck,al,9.0,11.910580150986416
17495,ford,f-150,unknown,6 cylinders,gas,automatic,rwd,unknown,al,10.0,11.454406125490939
20995,rover,sport,excellent,8 cylinders,gas,automatic,4wd,SUV,al,14.0,11.277405642587963
16995,rover,lr4 hse,excellent,8 cylinders,gas,automatic,4wd,SUV,al,14.0,11.522182486232905
7995,,smart fortwo pure,excellent,3 cylinders,gas,automatic,rwd,coupe,al,10.0,10.010142230404668
8995,nissan,xterra,excellent,6 cylinders,gas,automatic,fwd,SUV,al,15.0,11.586909858059801
8450,buick,verano convenience group,excellent,4 cylinders,gas,automatic,fwd,sedan,al,11.0,12.087035699056104
7950,honda,odyssey,excellent,6 cylinders,gas,automatic,fwd,mini-van,al,15.0,11.84148793023705
7950,chevrolet,impala lt,excellent,6 cylinders,gas,automatic,fwd,sedan,al,17.0,11.340510673724053
18995,ford,f-250 sd,unknown,8 cylinders,gas,automatic,rwd,unknown,al,10.0,12.091772288302874
5995,ford,f-150,unknown,8 cylinders,gas,automatic,rwd,unknown,al,22.0,12.337587631572672
7995,chevrolet,impala,unknown,6 cylinders,gas,automatic,fwd,unknown,al,14.0,11.6479544855899
5500,hyundai,sonata hybrid,unknown,unknown,hybrid,automatic,unknown,unknown,al,12.0,12.105688615490319
3500,honda,crv,good,4 cylinders,gas,automatic,fwd,SUV,al,20.0,12.611541086966115
17850,chevrolet,corvette,like new,8 cylinders,gas,manual,rwd,coupe,al,33.0,9.680593969977126
15995,chevrolet,corvette,like new,8 cylinders,gas,automatic,rwd,convertible,al,31.0,10.438839921478715
15995,chevrolet,corvette coupe,like new,8 cylinders,gas,automatic,rwd,coupe,al,33.0,10.500976992899632
18995,chevrolet,corvette coupe,like new,8 cylinders,gas,automatic,rwd,coupe,al,33.0,9.75504554717585
2500,ford,,unknown,unknown,gas,automatic,unknown,unknown,al,25.0,12.388398368982115
7500,cadillac,escalade,unknown,unknown,gas,automatic,unknown,unknown,al,17.0,12.197304315838318
4650,,VOLKSWAGON JETTA,unknown,unknown,gas,manual,unknown,unknown,al,20.0,12.361404056591308
14888,toyota,tacoma,excellent,6 cylinders,gas,automatic,rwd,truck,al,20.0,11.8984667384369
25777,lexus,es350,like new,6 cylinders,gas,automatic,fwd,sedan,al,8.0,11.177816298946057
19565,honda,civic lx,like new,4 cylinders,gas,automatic,fwd,sedan,al,7.0,9.651558649790164
12777,honda,accord,like new,4 cylinders,gas,automatic,fwd,sedan,al,12.0,11.434044582116782
13677,honda,accord,like new,4 cylinders,gas,automatic,fwd,SUV,al,11.0,11.565460987472848
20500,toyota,highlander,unknown,6 cylinders,gas,automatic,fwd,SUV,al,10.0,11.7802925789066
27989,toyota,rav4,unknown,4 cylinders,gas,automatic,fwd,SUV,al,6.0,10.246012860870419
21978,hyundai,santa fe,unknown,4 cylinders,gas,automatic,4wd,SUV,al,6.0,10.303269877508795
25995,ford,mustang,unknown,4 cylinders,gas,automatic,rwd,convertible,al,7.0,10.600552050380118
18452,ford,edge,unknown,4 cylinders,gas,automatic,fwd,SUV,al,7.0,10.809020627757324
12495,jeep,compass,unknown,4 cylinders,gas,automatic,fwd,SUV,al,10.0,11.004530218775948
19496,toyota,tacoma,unknown,6 cylinders,gas,automatic,rwd,pickup,al,15.0,10.662750135302934
25695,ford,mustang,unknown,4 cylinders,gas,automatic,rwd,coupe,al,6.0,9.34940642009918
24999,chevrolet,silverado 2500hd,unknown,8 cylinders,gas,automatic,4wd,pickup,al,10.0,11.651173218060928
12500,toyota,prius v five,excellent,4 cylinders,hybrid,automatic,fwd,wagon,al,11.0,11.451060699493427
6895,mercedes-benz,benz e320,good,6 cylinders,diesel,automatic,rwd,sedan,al,17.0,12.097100058634876
6500,chevrolet,tahoe,fair,6 cylinders,gas,automatic,fwd,SUV,al,22.0,12.561114256306228
6700,ford,f150,good,8 cylinders,gas,automatic,4wd,unknown,al,24.0,12.506180941677357
7500,toyota,4runner,good,6 cylinders,gas,automatic,rwd,SUV,al,25.0,12.264346270624157
17900,gmc,sierra 1500 4x4,good,8 cylinders,gas,automatic,4wd,truck,al,11.0,12.206077645517674
2000,lexus,ls 430 4dr sedan,good,5 cylinders,gas,automatic,rwd,sedan,al,14.0,11.677193364128524
23500,chevrolet,silverado 2500 hd crew cab,unknown,8 cylinders,other,automatic,unknown,pickup,al,11.0,9.421087402953841
10500,mercedes-benz,benz c300,excellent,6 cylinders,gas,automatic,rwd,unknown,al,15.0,11.211833885608513
27900,ram,3500,unknown,8 cylinders,gas,automatic,rwd,pickup,al,11.0,11.109293675306352
13454,honda,cr-v,excellent,4 cylinders,gas,automatic,fwd,SUV,al,13.0,10.21563050341292
12788,lexus,gs 350,like new,6 cylinders,gas,automatic,rwd,sedan,al,15.0,11.844105149283624
15988,toyota,highlander,excellent,6 cylinders,gas,automatic,fwd,SUV,al,12.0,11.840313709644043
25677,toyota,tacoma,like new,6 cylinders,gas,automatic,rwd,truck,al,8.0,11.609262390218277
22995,toyota,rav4,unknown,4 cylinders,gas,automatic,fwd,SUV,al,7.0,10.222995273466749
23788,dodge,durango,unknown,6 cylinders,gas,automatic,rwd,SUV,al,10.0,11.022833407591145
30985,ram,pickup 1500,unknown,8 cylinders,gas,automatic,4wd,pickup,al,8.0,10.93519407590941
29788,chevrolet,tahoe,unknown,8 cylinders,gas,automatic,4wd,SUV,al,9.0,11.915225569735236
14978,ford,explorer,unknown,4 cylinders,gas,automatic,fwd,SUV,al,11.0,12.024910416456066
20788,chevrolet,corvette,unknown,8 cylinders,gas,manual,rwd,convertible,al,19.0,11.314242792081028
31495,jeep,grand cherokee,unknown,6 cylinders,gas,automatic,rwd,SUV,al,6.0,10.558049817780505
8999,honda,civic,unknown,4 cylinders,gas,automatic,fwd,coupe,al,13.0,11.550105636094512
24788,chevrolet,silverado 1500,unknown,8 cylinders,gas,automatic,4wd,pickup,al,11.0,11.981815974928491
32952,ford,f-150,unknown,8 cylinders,gas,automatic,rwd,pickup,al,6.0,10.785931903626453
10995,lexus,gs 350,unknown,6 cylinders,gas,automatic,4wd,sedan,al,17.0,11.76644302013942
14800,honda,odyssey ex-l,excellent,6 cylinders,gas,automatic,fwd,mini-van,al,11.0,11.652696102959753
21678,hyundai,santa fe,unknown,4 cylinders,gas,automatic,fwd,SUV,al,6.0,10.4052623407817
15795,toyota,yaris,unknown,4 cylinders,gas,automatic,fwd,sedan,al,6.0,10.306282432088414
32650,ford,f-150,unknown,6 cylinders,gas,automatic,rwd,pickup,al,8.0,11.033953742318143
5999,ford,fusion,unknown,4 cylinders,gas,automatic,fwd,sedan,al,14.0,11.892470874592641
10991,honda,civic,unknown,4 cylinders,gas,automatic,fwd,sedan,al,12.0,11.537959482689871
10903,nissan,pathfinder,unknown,6 cylinders,gas,automatic,fwd,SUV,al,12.0,11.904893225659738
16560,gmc,acadia,unknown,6 cylinders,gas,automatic,4wd,SUV,al,11.0,11.544937566091244
3000,ford,mustang,good,8 cylinders,gas,automatic,rwd,convertible,al,27.0,11.686887175419702
11000,toyota,camry hybrid le,good,4 cylinders,gas,automatic,fwd,other,al,10.0,11.58989576532275
7999,toyota,4runner sr5 premium,excellent,6 cylinders,gas,automatic,rwd,SUV,al,18.0,12.216027926866138
1350,chevrolet,impala,unknown,unknown,gas,automatic,unknown,unknown,al,24.0,11.970356641102999
15000,acura,tl,excellent,6 cylinders,gas,automatic,fwd,sedan,al,12.0,11.073660524150764
9500,bmw,,unknown,unknown,gas,manual,unknown,unknown,al,24.0,10.915106645867503
8000,lexus,ls430,excellent,8 cylinders,gas,automatic,rwd,sedan,al,23.0,11.686887175419702
18999,ford,f250 king ranch,excellent,8 cylinders,diesel,automatic,4wd,truck,al,15.0,12.48490063602833
10999,volkswagen,passat se,excellent,4 cylinders,gas,automatic,fwd,sedan,al,12.0,11.128894006259427
10500,bmw,3 series 328i,excellent,4 cylinders,gas,automatic,rwd,sedan,al,12.0,11.787993311549055
11999,jeep,wrangler,excellent,6 cylinders,gas,manual,unknown,unknown,al,26.0,12.08954444723597
32490,ford,ranger,unknown,4 cylinders,gas,automatic,rwd,pickup,al,6.0,9.93561586628765
25395,subaru,outback,unknown,4 cylinders,gas,automatic,4wd,wagon,al,7.0,10.26088223739921
14875,cadillac,ats,unknown,unknown,gas,automatic,rwd,sedan,al,12.0,10.976901684181144
18978,dodge,journey,unknown,6 cylinders,gas,automatic,fwd,SUV,al,6.0,10.760728671615707
19978,mazda,cx-3,unknown,4 cylinders,gas,automatic,4wd,wagon,al,6.0,10.244343025867096
29995,ram,1500,good,8 cylinders,gas,automatic,4wd,truck,al,9.0,11.813074500877386
8995,volkswagen,passat,good,5 cylinders,gas,automatic,rwd,sedan,al,13.0,11.53460867580137
19995,ford,f-150,good,8 cylinders,gas,automatic,4wd,truck,al,14.0,11.547858151510251
23995,jeep,compass,unknown,4 cylinders,gas,automatic,4wd,SUV,al,7.0,10.342709757442426
28654,honda,cr-v,unknown,4 cylinders,gas,automatic,4wd,SUV,al,6.0,8.426173793029069
26690,infiniti,qx80,unknown,8 cylinders,gas,automatic,4wd,SUV,al,10.0,11.449506317100573
34999,ford,mustang,unknown,8 cylinders,gas,manual,rwd,coupe,al,6.0,9.69683231872672
33952,ford,f-150,unknown,6 cylinders,gas,automatic,rwd,pickup,al,6.0,10.39592514798884
15499,jeep,cherokee,unknown,6 cylinders,gas,automatic,4wd,SUV,al,9.0,11.461463735345628
22490,honda,cr-v,unknown,4 cylinders,gas,automatic,fwd,SUV,al,7.0,9.716253951381153
17240,chevrolet,express passenger,unknown,8 cylinders,gas,automatic,rwd,van,al,11.0,11.151022593487193
18999,bmw,3 series,unknown,4 cylinders,gas,automatic,rwd,sedan,al,9.0,9.60541838719786
28978,cadillac,ats,unknown,6 cylinders,gas,automatic,rwd,coupe,al,9.0,8.494129251817686
20995,dodge,journey,unknown,6 cylinders,gas,automatic,4wd,SUV,al,6.0,10.543339436037849
29978,ford,f-250 super duty,unknown,8 cylinders,gas,automatic,4wd,pickup,al,10.0,11.764143221911944
6000,chevrolet,camaro,like new,unknown,gas,automatic,unknown,coupe,al,25.0,10.911919812973826
6800,lexus,rx 350,good,6 cylinders,gas,automatic,fwd,SUV,al,7.0,12.301387370778713
800,mercedes-benz,benz,fair,6 cylinders,diesel,automatic,rwd,sedan,al,28.0,11.918397239722838
24900,mercedes-benz,c-class,like new,8 cylinders,gas,automatic,rwd,sedan,al,13.0,10.66788505462424
2000,chevrolet,tahoe,good,6 cylinders,gas,automatic,unknown,unknown,al,24.0,12.100717685412471
5150,toyota,sienna,excellent,6 cylinders,gas,automatic,rwd,mini-van,al,17.0,11.58989576532275
12300,chevrolet,silverado,excellent,8 cylinders,gas,automatic,fwd,pickup,al,12.0,11.804348033037718
6599,mercedes-benz,benz gl450,excellent,8 cylinders,gas,automatic,unknown,SUV,al,17.0,11.907235249846764
30995,lexus,rx 350,unknown,6 cylinders,gas,automatic,fwd,SUV,al,9.0,10.640603770478197
15995,nissan,rogue,unknown,4 cylinders,gas,automatic,fwd,wagon,al,8.0,10.582941405964071
10985,ford,fusion,unknown,4 cylinders,gas,automatic,fwd,sedan,al,9.0,11.70544484674063
22478,chevrolet,camaro,unknown,6 cylinders,gas,automatic,rwd,coupe,al,10.0,10.378478723292902
13740,ford,flex,unknown,6 cylinders,gas,automatic,fwd,wagon,al,11.0,11.609489403944501
17978,ford,f-150,unknown,8 cylinders,gas,automatic,4wd,pickup,al,13.0,12.06794212166786
29278,chevrolet,silverado 1500,unknown,8 cylinders,gas,automatic,rwd,pickup,al,8.0,10.928255936745675
23995,jeep,compass,unknown,4 cylinders,gas,automatic,fwd,SUV,al,7.0,10.251782482029256
23978,mercedes-benz,e-class,unknown,6 cylinders,gas,automatic,rwd,sedan,al,9.0,11.171308014408332
22678,mercedes-benz,e-class,unknown,6 cylinders,gas,automatic,rwd,sedan,al,9.0,11.350959323833282
18778,buick,enclave,unknown,6 cylinders,gas,automatic,fwd,SUV,al,9.0,11.665062690586868
32570,jeep,grand cherokee,unknown,6 cylinders,gas,automatic,4wd,SUV,al,7.0,10.6163148038629
25690,ram,pickup 1500,unknown,6 cylinders,gas,automatic,4wd,pickup,al,9.0,11.295577586252595
11740,ford,flex,unknown,6 cylinders,gas,automatic,fwd,wagon,al,11.0,11.882023916561351
33245,ford,f-150,unknown,6 cylinders,gas,automatic,4wd,pickup,al,9.0,11.49701963528645
14459,nissan,rogue,unknown,4 cylinders,gas,automatic,fwd,wagon,al,11.0,11.41885651452193
10978,chevrolet,equinox,unknown,6 cylinders,gas,automatic,fwd,SUV,al,11.0,11.613431215301867
26690,toyota,tacoma,unknown,6 cylinders,gas,automatic,4wd,pickup,al,9.0,11.868520826369384
20385,lexus,is 350,unknown,6 cylinders,gas,automatic,rwd,sedan,al,11.0,11.451528670104905
4978,jeep,grand cherokee,unknown,6 cylinders,gas,automatic,rwd,SUV,al,21.0,12.169201170754269
15995,chevrolet,camaro,unknown,6 cylinders,gas,automatic,rwd,coupe,al,10.0,11.604866338668586
20678,toyota,highlander,unknown,6 cylinders,gas,automatic,fwd,SUV,al,11.0,11.465718546805133
12978,nissan,murano,unknown,6 cylinders,gas,automatic,4wd,SUV,al,11.0,11.51869876734207
17490,kia,sportage,unknown,4 cylinders,gas,automatic,fwd,SUV,al,8.0,10.779206258645235
25690,toyota,4runner,unknown,6 cylinders,gas,automatic,rwd,SUV,al,9.0,11.734227321405067
20978,ford,expedition,unknown,6 cylinders,gas,automatic,rwd,SUV,al,10.0,11.74681111281634
20995,ford,f-150,unknown,8 cylinders,gas,automatic,rwd,unknown,al,10.0,11.49699931441997
32740,chevrolet,silverado 1500,unknown,8 cylinders,gas,automatic,4wd,pickup,al,10.0,10.874891274463195
19978,honda,cr-v,unknown,4 cylinders,gas,automatic,4wd,SUV,al,10.0,11.189464217141152
25289,infiniti,qx30,unknown,4 cylinders,gas,automatic,4wd,wagon,al,7.0,10.125310231882922
27278,infiniti,q70 hybrid,unknown,6 cylinders,hybrid,automatic,rwd,sedan,al,8.0,10.653936192260108
14789,chevrolet,cruze,unknown,4 cylinders,gas,automatic,fwd,hatchback,al,7.0,10.462646093092756
19978,chevrolet,silverado 1500,unknown,8 cylinders,gas,automatic,rwd,pickup,al,9.0,12.17635027991287
15578,ford,f-150,unknown,8 cylinders,gas,automatic,rwd,pickup,al,14.0,12.087795737939121
27995,honda,pilot,unknown,6 cylinders,gas,automatic,fwd,SUV,al,7.0,10.24131601192848
21425,gmc,sierra 1500,unknown,8 cylinders,gas,automatic,4wd,pickup,al,12.0,11.513015460920471
17345,mazda,cx-5,unknown,4 cylinders,gas,automatic,fwd,SUV,al,9.0,10.305078499095693
20289,acura,rdx,unknown,6 cylinders,gas,automatic,fwd,SUV,al,8.0,11.56951371629842
20478,dodge,challenger,unknown,8 cylinders,gas,automatic,rwd,coupe,al,11.0,11.480205973007298
26995,dodge,charger,unknown,6 cylinders,gas,automatic,4wd,sedan,al,7.0,10.288647907303929
17473,ford,explorer,unknown,6 cylinders,gas,automatic,fwd,SUV,al,10.0,11.511954994215783
12980,jeep,patriot,unknown,4 cylinders,gas,automatic,4wd,SUV,al,9.0,11.19437172885136
33995,ram,pickup 1500,unknown,8 cylinders,gas,automatic,4wd,pickup,al,8.0,11.334145628872538
10995,kia,forte,unknown,4 cylinders,gas,automatic,fwd,sedan,al,9.0,11.026808713825016
30900,chevrolet,silverado 1500,good,8 cylinders,gas,automatic,4wd,truck,al,10.0,11.650955473631058
22900,nissan,frontier,good,4 cylinders,gas,automatic,rwd,truck,al,7.0,9.586788531013854
24900,chevrolet,silverado 1500,good,8 cylinders,gas,automatic,rwd,truck,al,10.0,11.691657252913625
4250,ford,f150,good,8 cylinders,gas,automatic,rwd,pickup,al,30.0,0.0
15000,chevrolet,1500,good,unknown,gas,automatic,unknown,truck,al,28.0,12.502470376049185
2300,infiniti,i30,unknown,unknown,gas,automatic,unknown,unknown,al,27.0,12.206077645517674
10500,toyota,camry se,unknown,4 cylinders,gas,automatic,unknown,sedan,al,11.0,11.884495917930655
5500,saturn,solstice,good,4 cylinders,gas,automatic,rwd,convertible,al,19.0,11.759793355371237
6500,chevrolet,silverado 2500hd,good,8 cylinders,gas,automatic,rwd,pickup,al,20.0,11.48247656671073
22495,chevrolet,silverado 1500,excellent,8 cylinders,gas,automatic,rwd,truck,al,12.0,10.872124024782218
8995,mercedes-benz,c-class,excellent,6 cylinders,gas,automatic,4wd,wagon,al,21.0,11.32992767958525
31995,lexus,rx 350,excellent,6 cylinders,gas,automatic,4wd,SUV,al,8.0,10.395619533854864
13995,lincoln,mkz,excellent,4 cylinders,gas,automatic,fwd,sedan,al,11.0,10.621205387030278
10995,toyota,corolla,excellent,4 cylinders,gas,automatic,fwd,sedan,al,9.0,11.32215229368647
18995,mercedes-benz,m-class,excellent,6 cylinders,gas,automatic,4wd,SUV,al,13.0,11.226921982897002
24995,,Hummer H2,excellent,8 cylinders,gas,automatic,4wd,SUV,al,17.0,12.40413220767619
5299,ford,fusion se,excellent,4 cylinders,gas,automatic,fwd,sedan,al,13.0,11.908346971208951
6599,gmc,sierra,good,8 cylinders,gas,automatic,rwd,truck,al,21.0,12.317171167298682
7500,gmc,sierra,fair,8 cylinders,gas,automatic,4wd,pickup,al,18.0,12.388398368982115
10000,bmw,740li,excellent,unknown,gas,automatic,unknown,sedan,al,13.0,11.923053020292636
15800,nissan,maxima,excellent,6 cylinders,gas,automatic,unknown,unknown,al,9.0,11.141876276228
17995,mitsubishi,outlander sport,good,4 cylinders,gas,automatic,rwd,SUV,al,6.0,10.64134515786313
28995,buick,enclave,good,6 cylinders,gas,automatic,rwd,SUV,al,8.0,11.172700194519704
27995,ford,f-150,good,6 cylinders,gas,automatic,4wd,truck,al,12.0,11.554585508229522
22995,toyota,tacoma,good,6 cylinders,gas,automatic,4wd,truck,al,15.0,11.967002943665705
3799,buick,lacrosse,excellent,6 cylinders,gas,automatic,unknown,sedan,al,18.0,11.852969885168331
4199,buick,lucerne,excellent,6 cylinders,gas,automatic,fwd,sedan,al,17.0,12.004574385508691
4999,honda,pilot,excellent,unknown,gas,automatic,unknown,SUV,al,17.0,12.18332077348399
1200,,Madza Mx5  Miaita.,good,4 cylinders,gas,manual,fwd,coupe,al,29.0,12.211065162153215
3999,ford,f-150,good,8 cylinders,gas,automatic,rwd,unknown,al,24.0,12.365215131251702
1500,dodge,avenger express,good,4 cylinders,gas,automatic,fwd,unknown,al,14.0,12.160033942617156
23775,dodge,charger,unknown,6 cylinders,gas,automatic,rwd,sedan,al,7.0,10.445899048861305
15978,chevrolet,equinox,unknown,4 cylinders,gas,automatic,fwd,SUV,al,8.0,11.000264825258508
22995,buick,envision,unknown,4 cylinders,gas,automatic,fwd,SUV,al,6.0,10.263850686731873
30490,bmw,4 series,unknown,4 cylinders,gas,automatic,rwd,sedan,al,7.0,10.110054467445536
17664,honda,civic,unknown,4 cylinders,gas,automatic,fwd,sedan,al,7.0,10.59625966276599
24667,honda,accord,unknown,4 cylinders,gas,automatic,fwd,sedan,al,6.0,10.142543822310387
12400,mercedes-benz,glk-class glk350,excellent,6 cylinders,gas,automatic,unknown,SUV,al,14.0,11.87757552297847
27490,mercedes-benz,c-class,unknown,4 cylinders,gas,automatic,rwd,sedan,al,8.0,9.641603172905487
8342,toyota,highlander,unknown,6 cylinders,gas,automatic,fwd,SUV,al,17.0,12.080498084622073
33400,toyota,tacoma trd sport,like new,6 cylinders,gas,automatic,rwd,unknown,al,8.0,11.141876276228
1200,,1996 Madza Mx5,good,4 cylinders,gas,manual,fwd,convertible,al,17.0,12.216027926866138
6000,toyota,4runner,excellent,unknown,gas,automatic,unknown,unknown,al,27.0,12.388398368982115
11000,ford,f-150 fx4,unknown,unknown,gas,automatic,unknown,unknown,al,21.0,12.438168009542203
5300,mercedes-benz,c230,good,6 cylinders,gas,automatic,rwd,sedan,al,20.0,11.974209942650443
8499,toyota,highlander,excellent,6 cylinders,gas,automatic,unknown,SUV,al,16.0,12.122696471358964
7999,toyota,camry xle,excellent,4 cylinders,gas,automatic,unknown,sedan,al,17.0,11.58989576532275
7999,honda,accord ex-l,excellent,4 cylinders,gas,automatic,unknown,sedan,al,16.0,11.944714374881176
8299,kia,optima ex,excellent,4 cylinders,gas,automatic,unknown,sedan,al,13.0,11.856522261533737
12500,gmc,yukon denali,excellent,8 cylinders,gas,automatic,unknown,SUV,al,14.0,12.128116509451258
22998,cadillac,xts,unknown,6 cylinders,gas,automatic,4wd,sedan,al,9.0,10.553466237694694
23999,jeep,cherokee,unknown,6 cylinders,gas,automatic,4wd,SUV,al,8.0,11.039845107446496
17940,chevrolet,camaro,unknown,6 cylinders,gas,automatic,rwd,coupe,al,10.0,10.565866199424438
18990,ford,mustang,unknown,8 cylinders,gas,automatic,rwd,coupe,al,15.0,10.635013745965189
13740,ford,flex,unknown,6 cylinders,gas,automatic,fwd,wagon,al,11.0,11.609489403944501
12500,mercedes-benz,benz s550,excellent,unknown,gas,automatic,unknown,unknown,al,17.0,11.775297421715827
4799,dodge,caravan,excellent,6 cylinders,gas,automatic,fwd,mini-van,al,11.0,12.238060533986511
8988,chevrolet,silverado 1500,good,8 cylinders,gas,automatic,4wd,truck,al,24.0,12.149507585033072
40888,jeep,gladiator,unknown,unknown,gas,automatic,4wd,unknown,al,5.0,9.855871698594465
5199,honda,element,excellent,4 cylinders,gas,automatic,fwd,SUV,al,20.0,12.348010479804223
29278,chevrolet,silverado 1500,unknown,8 cylinders,gas,automatic,rwd,pickup,al,8.0,10.928255936745675
10788,toyota,prius,unknown,4 cylinders,hybrid,automatic,fwd,hatchback,al,11.0,11.815545409786216
29995,ford,f-150,unknown,8 cylinders,gas,automatic,4wd,pickup,al,10.0,11.399991901592273
8999,hyundai,elantra,unknown,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.444079011335088
13015,chevrolet,equinox,unknown,4 cylinders,gas,automatic,fwd,SUV,al,9.0,11.217614365353956
23978,mercedes-benz,e-class,unknown,6 cylinders,gas,automatic,rwd,sedan,al,9.0,11.171308014408332
7950,buick,verano convenience group,excellent,4 cylinders,gas,automatic,fwd,sedan,al,11.0,12.087035699056104
13999,nissan,rogue,unknown,4 cylinders,gas,automatic,fwd,wagon,al,8.0,10.507120225888325
22678,mercedes-benz,e-class,unknown,6 cylinders,gas,automatic,rwd,sedan,al,9.0,11.350959323833282
18778,buick,enclave,unknown,6 cylinders,gas,automatic,fwd,SUV,al,9.0,11.665062690586868
9000,ford,f-150,good,unknown,gas,automatic,unknown,unknown,al,19.0,12.111767460549332
